,artists,years of career,song count
17541,"Richard Rodgers', 'Julie Andrews', 'Ilka Chase', 'Alice Ghostley', 'Kaye Ballard', 'Alfredo Antonini",1,1
17542,"Richard Rodgers', 'Mormon Tabernacle Choir', 'Arthur Harris', 'Columbia Symphony Orchestra",1,5
17543,"Richard Rodgers', 'Mary Martin', 'South Pacific Ensemble', ""Salvatore Dell'Isola""",1,2
17544,"Richard Rodgers', 'Mary Martin', 'Lehman Engel",1,2
17545,"Richard Rodgers', 'Mary Martin', 'Ezio Pinza', ""Salvatore Dell'Isola""",1,1
17546,"Richard Rodgers', 'Mary Martin', ""Salvatore Dell'Isola""",1,2
17547,"Richard Rodgers', 'Mario Lanza', 'Irving Aaronson",1,1
17548,"Richard Rodgers', 'Lehman Engel', 'Nelson Eddy', 'Virginia Haskins', 'Portia Nelson",1,4
17549,"Richard Rodgers', 'Lehman Engel', 'Barbara Cook', 'Childrens Chorus', 'Theodore Bikel",1,3
17550,"Richard Rodgers', 'Kaye Ballard', 'Alice Ghostley', 'Alfredo Antonini",1,1
17551,"Richard Rodgers', 'Julie Andrews",1,1
17552,"Richard Rodgers', 'Julie Andrews', 'John Mauceri', 'Hollywood Bowl Orchestra",1,1
17553,"Richard Rodgers', 'Julie Andrews', 'Ilka Chase', 'Kaye Ballard', 'Alice Ghostley', 'Alfredo Antonini",1,1
17554,"Richard Rodgers', 'Julie Andrews', 'Edith Adams', 'Alfredo Antonini",1,2
17555,"Richard Rodgers', 'Oscar Hammerstein II', 'Julie Andrews",1,1
17556,"Richard Rodgers', 'Julie Andrews', 'Alfredo Antonini",1,3
17557,"Richard Rodgers', 'Julie Andrews', 'Alfred Antonini', 'Jon Cypher",1,2
17558,"Richard Rodgers', 'Juanita Hall', ""Salvatore Dell'Isola""",1,2
17559,"Richard Rodgers', 'Jon Cypher', 'Julie Andrews', 'Alfredo Antonini",1,3
17560,"Richard Rodgers', 'Jack Cassidy', 'Lehman Engel",1,1
17561,"Richard Rodgers', 'Jack Cassidy', 'Holly Harris', 'Lehman Engel",1,1
17562,"Richard Rodgers', 'Frederick Dvonch', 'Mary Martin', 'Patricia Neway', 'Lauri Peters",1,4
17563,"Richard Rodgers', 'Ezio Pinza', 'Mary Martin', 'Barbara Luna', ""Salvatore Dell'Isola""",1,1
17564,"Richard Rodgers', 'Ezio Pinza', 'Lehman Engel",1,2
17565,"Richard Rodgers', 'Ezio Pinza', ""Salvatore Dell'Isola""",1,2
17566,"Richard Rodgers', 'Eileen Farrell', 'Luther Henderson', 'Luther Henderson Orchestra",1,3
17567,"Richard Rodgers', 'Edith Adams', 'Cinderella Ensemble', 'Alfredo Antonini",1,1
17568,"Richard Rodgers', 'Mormon Tabernacle Choir', 'Jerold D. Ottley', 'Arthur Harris', 'Columbia Symphony Orchestra",1,1
17569,"Richard Rodgers', 'Oscar Hammerstein II",1,9
17570,"Richard Rodgers', 'Cinderella Ensemble', 'Alfredo Antonini",1,1
17571,"Richard Storrs Willis', 'Dame Joan Sutherland', 'New Philharmonia Orchestra', 'Richard Bonynge",1,1
17572,"Richard Strauss', 'Bavarian State Orchestra",1,12
17573,"Richard Strauss', 'Anton Dermota', 'Wiener Philharmoniker', 'Erich Kleiber",1,1
17574,"Richard Strauss', 'Annette Dasch', 'Katherine Dasch",1,1
17575,"Richard Strauss', 'Annelies Kupper', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
17576,"Richard Strauss', 'Annelies Kupper', 'Josef Gostic', 'Wiener Philharmoniker', 'Clemens Krauss",1,2
17577,"Richard Strauss', 'Alfred Poell', 'Ludwig Weber', 'Walter Berry', 'Erich Majkut', 'Hilde Gueden', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Erich Kleiber",1,1
17578,"Richard Strauss', 'Alfred Poell', 'Ludwig Weber', 'Sena Jurinac', 'Hilde Gueden', 'Wiener Philharmoniker', 'Erich Kleiber",1,1
17579,"Richard Strauss', 'Adele Kern', 'Staatskapelle Berlin', 'Alois Melichar",1,1
17580,"Richard Strauss', 'Adele Kern', 'Elfriede Marherr', 'Unknown Orchestra', 'Julius Pruwer",1,1
17581,"Richard Storrs Willis', 'Mario Lanza', 'Paul Baron",1,1
17582,"Richard Storrs Willis', 'Leontyne Price', 'Wiener Philharmoniker', 'Herbert von Karajan",1,1
17583,"Richard Storrs Willis', 'Eileen Farrell', 'Luther Henderson', 'Luther Henderson Orchestra",1,1
17584,Richard Smithfield,1,2
17585,"Richard Rodgers', 'Portia Nelson', 'Lehman Engel",1,1
17586,Richard Smallwood,1,1
17587,"Richard Smallwood', 'Vision",1,1
17588,"Richard S. Willis', 'The Philadelphia Brass Ensemble",1,1
17589,"Richard Rodgers', 'William Tabbert', ""Salvatore Dell'Isola""",1,2
17590,"Richard Rodgers', 'Various Artists",1,10
17591,"Richard Rodgers', 'Various Artists', ""Salvatore Dell'Isola""",1,1
17592,"Richard Rodgers', 'The Cinderella Orchestra', 'Alfredo Antonini",1,2
17593,"Richard Rodgers', 'The Boys from Syracuse Orchestra (1953)', 'Lehman Engel",1,1
17594,"Richard Rodgers', 'South Pacific Orchestra', ""Salvatore Dell'Isola""",1,1
17595,"Richard Rodgers', 'South Pacific Ensemble', ""Salvatore Dell'Isola""",1,2
17596,"Richard Rodgers', 'Robert Penn', 'Cinderella Ensemble', 'Alfredo Antonini",1,1
17597,"Richard Rodgers', 'Richard Tucker', 'Skitch Henderson & His Orchestra', 'Skitch Henderson', 'Skitch Henderson Orchestra",1,1
17598,"Richard Rodgers', 'Dorothy Stickney', 'Iggie Wolfington', 'George Hall', 'Howard Lindsay', 'Alfredo Antonini",1,1
17599,"Richard Rodgers', 'Bibi Osterwald', 'Jack Cassidy', 'Portia Nelson', 'The Boys from Syracuse Ensemble (1953)', 'Lehman Engel",1,1
17600,"Richard Adler', 'Jerry Ross', 'Eddie Foy Jr', 'The Pajama Game Ensemble', 'The Original Broadway Cast Of The Pajama Game', 'Hal Hastings",1,2
17601,"Richard Arnell', 'Royal Philharmonic Orchestra', 'Sir Thomas Beecham",1,1
17602,Richard Grey,1,1
17603,Richard Gere,1,1
17604,"Richard Gere', 'Renée Zellweger",1,1
17605,Richard Elliot,1,4
17606,Richard Darbois,1,1
17607,Richard Clayderman,1,1
17608,Richard Cheese,1,1
17609,Richard Chamberlain,1,1
17610,Richard Carpenter,1,2
17611,Richard Betts,1,1
17612,"Richard Beavers', 'MGM Studio Chorus",1,1
17613,"Richard Arnell', 'Sir Thomas Beecham', 'Royal Philharmonic Orchestra",1,5
17614,"Richard Armitage', 'The Dwarf Cast",1,1
17615,"Richard Harris', 'Lee Herschberg",1,2
17616,Richard Anthony,1,1
17617,"Richard Adler', 'Jerry Ross', 'The Pajama Game Ensemble', 'The Original Broadway Cast Of The Pajama Game', 'Hal Hastings",1,1
17618,"Richard Adler', 'Jerry Ross', 'The Original Broadway Cast Of The Pajama Game",1,1
17619,"Richard Adler', 'Jerry Ross', 'Stanley Prager', 'Carol Haney', 'The Original Broadway Cast Of The Pajama Game', 'Hal Hastings",1,1
17620,"Richard Adler', 'Jerry Ross', 'Pajama Game Orchestra', 'Hal Hastings', 'The Original Broadway Cast Of The Pajama Game",1,1
17621,"Richard Adler', 'Jerry Ross', 'John Raitt', 'The Original Broadway Cast Of The Pajama Game",1,1
17622,"Richard Adler', 'Jerry Ross', 'John Raitt', 'The Original Broadway Cast Of The Pajama Game', 'Hal Hastings",1,2
17623,"Richard Adler', 'Jerry Ross', 'John Raitt', 'Janis Paige', 'The Pajama Game Ensemble', 'The Original Broadway Cast Of The Pajama Game', 'Hal Hastings",1,1
17624,"Richard Adler', 'Jerry Ross', 'John Raitt', 'Janis Paige', 'The Original Broadway Cast Of The Pajama Game', 'Hal Hastings",1,2
17625,"Richard Adler', 'Jerry Ross', 'Janis Paige', 'The Pajama Game Ensemble', 'The Original Broadway Cast Of The Pajama Game', 'Hal Hastings",1,1
17626,"Richard Adler', 'Jerry Ross', 'Janis Paige', 'Stanley Prager', 'The Pajama Game Ensemble', 'The Original Broadway Cast Of The Pajama Game', 'Hal Hastings",1,1
17627,"Richard Adler', 'Jerry Ross', 'Janis Paige', 'John Raitt', 'The Original Broadway Cast Of The Pajama Game",1,1
17628,"Richard Harrington', 'Kenei B",1,2
17629,Richard Harris,1,1
17630,"Richard Rodgers', 'Barbara Luna', 'Michael DeLeon', ""Salvatore Dell'Isola""",1,1
17631,"Richard M. Sherman', 'Robert B. Sherman', 'Michael Ball', 'Emma Williams', 'George Gillies', 'Carrie Fletcher', 'Robert Scott",1,1
17632,"Richard Rodgers', 'Barbara Cook', 'The King and I Ensemble (1964) (Studio)', 'Lehman Engel', 'Cleveland Pops Orchestra",1,1
17633,"Richard Rodgers', 'Arthur Harris', 'Columbia Symphony Orchestra', 'Mormon Tabernacle Choir",1,2
17634,"Richard Rodgers', 'Andre Kostelanetz', 'The Philadelphia Orchestra Pops",1,1
17635,"Richard Rodgers', ""Salvatore Dell'Isola"", 'Pat Suzuki', 'Larry Blyden",1,2
17636,"Richard Rodgers', ""Salvatore Dell'Isola"", 'Ezio Pinza', 'Henry Mitchell', 'Jim Hawthorne', 'Alan Gilbert",1,4
17637,"Richard Rodeney Bennett', 'Muir Mathieson",1,1
17638,"Richard Pryor', 'Lena Horne",1,1
17639,Richard Myhill,1,1
17640,Richard Murphy,1,1
17641,Richard Mayner,1,1
17642,"Richard Marx', 'David Cole",1,1
17643,"Richard M. Sherman', 'Robert B. Sherman",1,1
17644,Richard Lindgren,1,1
17645,Richard Hell,1,1
17646,"Richard Levitt', 'Charles Byrd', 'Carl Tucker",1,9
17647,Richard Koechli,1,1
17648,"Richard Kiley', 'Kismet Ensemble",1,1
17649,"Richard Kiley', 'Doretta Morrow",1,1
17650,Richard J. Birkin,1,1
17651,"Richard J. Birkin', 'London Contemporary Orchestra",1,1
17652,Richard Irwin,1,3
17653,Richard Himber and his Orchestra,1,3
17654,"Richard Himber and his Orchestra', 'Terry Shand",1,1
17655,"Richard Himber and his Orchestra', 'Johnny Mercer",1,1
17656,"Richard Himber and his Orchestra', 'James Harkins",1,1
17657,"Richard Himber and his Orchestra', 'Guy Russell",1,2
17658,Relaxing Piano Playlist,1,8
17659,Relaxing Music Jazz Universe,1,1
17660,"Richard Strauss', 'Bruno Walter",1,1
17661,Rauschangriff,1,13
17662,Raw Silk,1,1
17663,Ravi,1,2
17664,"Ravi', 'Kalyanji Virji Shah', 'Lata Mangeshkar",1,1
17665,"Ravi Shankar', 'Philip Glass",1,1
17666,Raven Kaafarani,1,1
17667,Ravage! Ravage!,1,16
17668,"Rauw Alejandro', 'J Balvin",1,1
17669,"Rauw Alejandro', 'Farruko",1,1
17670,"Rauw Alejandro', 'Chencho Corleone', 'KEVVO', 'Bryant Myers', 'Lyanno', 'Dalex",1,1
17671,"Rauw Alejandro', 'Camilo",1,1
17672,"Rauw Alejandro', 'Anuel AA",1,1
17673,Rautu,1,2
17674,Raulin Rosendo,1,1
17675,"Ray Barretto', 'Celia Cruz",1,1
17676,"Raul Siberdi', 'Maor Levi",1,1
17677,"Raul Shaw Moreno', 'Los Peregrinos",1,2
17678,"Raul Shaw Moreno', 'Conjunto Gilberto Rojas",1,1
17679,Raul Porchetto,1,1
17680,"Raul Garces', 'Los Caballeros Del Tango",1,1
17681,Raul Di Blasio,1,3
17682,"Raul Di Blasio', 'Cristian Castro",1,1
17683,"Raul Di Blasio', 'Armando Manzanero",1,1
17684,"Raul Cremona', 'Miss Melody",1,1
17685,Raul Abril,1,1
17686,Ratneswar Mukherjee,1,1
17687,Ratna Gupta,1,1
17688,"Ray Barretto', 'Adalberto Santiago', 'Celia Cruz",1,2
17689,"Ray Barretto', 'Rubén Blades",1,1
17690,Ratatat,1,2
17691,Ray Heatherton,1,1
17692,Ray Smith,1,1
17693,Ray Reverse,1,1
17694,"Ray Noble', 'Mario Lanza', 'Ray Sinatra",1,1
17695,Ray Noble & His Orchestra,1,1
17696,Ray Middleton,1,1
17697,"Ray Middleton', 'Annie Get Your Gun 1946 Original Broadway Male Chorus",1,1
17698,Ray Lynch,1,7
17699,"Ray Lynch', 'TOM CANNING",1,1
17700,"Ray LaMontagne', 'The Pariah Dogs",1,1
17701,Ray Kennedy,1,1
17702,Ray Kane,1,1
17703,Ray J,1,1
17704,Ray Harris,1,1
17705,"Ray Barretto', 'Tito Gómez",1,1
17706,"Ray Evans', 'Mormon Tabernacle Choir', 'Jerold D. Ottley",1,1
17707,"Ray Ennis', 'the Blue Jeans",1,1
17708,"Ray Conniff', 'Billy Butterfield",1,1
17709,Ray Conniff and Don Cherry,1,2
17710,Ray Charles Singers,1,1
17711,Ray Burner,1,3
17712,Ray Bryant,1,1
17713,Ray Brown,1,3
17714,Ray Brown Trio,1,1
17715,Ray Bolger,1,1
17716,"Ray Bolger', 'Judy Garland",1,2
17717,"Ray Bolger', 'Henry Calvin",1,2
17718,"Rathindra Ghosh', 'Chhabi Banerjee",1,1
17719,Rasputina,1,1
17720,Ray Walston,1,1
17721,"Ramirez', '$uicideBoy$",1,1
17722,"Ramsey Lewis', 'Paul Srrano",1,2
17723,Ramsay Midwood,1,1
17724,"Rampyari', 'Shanti Sharma",1,1
17725,"Rampyari', 'Premlata Nayak",1,1
17726,"Rampyari', 'Dost Mohommed",1,3
17727,Rampant Egos,1,2
17728,"Ramon Tapia', 'Supernova",1,1
17729,Ramon Gonzalez,1,2
17730,"Ramon Garcia', 'Conjunto Nuevo Cibao",1,1
17731,Ramon Ayala,1,1
17732,"Ramon Ayala', 'Cornelio Reyna",1,1
17733,"Ramon Ayala Jr.', 'Leo Dan",1,1
17734,Ramin Djawadi,1,2
17735,Ramz,1,1
17736,"Ramesh', 'Zohrabai Ambalawali",1,1
17737,Ramesh Gupta,1,2
17738,Ramesh Desai,1,1
17739,Rameses B,1,1
17740,"Ramdulari', 'Sunder Singh",1,1
17741,Ramchandra,1,2
17742,Ramchandra Marathe,1,2
17743,Ramases,1,2
17744,"Ramakrishna', 'Udatha Sarojini",1,1
17745,Ram Saigal,1,1
17746,"Ram Panjwani', 'Ishoo",1,1
17747,"Ram Kamlani', 'Hameeda Bano",1,1
17748,"Ramu', 'Mahani",1,1
17749,Ramón Orlando,1,1
17750,"Rasmus RAZ Lindvall', 'Patrik Remann', 'Meaner Lane",1,1
17751,"Rank 1', 'M.I.K.E. Push",1,1
17752,"Rasheeda', 'Archie",1,1
17753,Rascal Reporters,1,1
17754,Rascal Martinez,1,1
17755,"Rascal Flatts', 'Natasha Bedingfield",1,1
17756,Rare Silk,1,1
17757,Rare Bird,1,2
17758,Raquel Rastenni,1,3
17759,Raquel Meller,1,34
17760,"Raphael Saadiq', ""D'Angelo""",1,1
17761,Raphael Jühe,1,1
17762,Ranu Mukherjee,1,1
17763,"Rank 1', 'M.I.K.E.",1,1
17764,"Rank 1', 'Jochen Miller",1,1
17765,Ramón Torres,1,3
17766,Ranjith Govind,1,1
17767,"Rani', 'Shibani",1,1
17768,Ranganath Jadav,1,1
17769,Randy VanWarmer,1,1
17770,Randy Van Horne Singers,1,1
17771,"Randy Travis', 'George Jones",1,1
17772,"Randy Newman', 'Lyle Lovett",1,1
17773,Randy Graff,1,1
17774,Randy Goodrum,1,1
17775,Randy Cade,1,2
17776,"RandomBeats', 'Mega Ran', 'DJ DN³', 'K-Murdock",1,1
17777,"Ran-D', 'Skits Vicious",1,1
17778,Ray Ventura,1,1
17779,"Ray, Goodman & Brown",1,1
17780,Relaxing Background Jazz Band,1,1
17781,Red Willie Smith,1,1
17782,"Reel 2 Real', 'The Mad Stuntman', 'Erick Morillo",1,1
17783,"Reel 2 Real', 'The Mad Stuntman', 'Alex Natale DJ', 'Visnadi",1,1
17784,Reefer Decree,1,1
17785,Reef,1,1
17786,Reedtards,1,2
17787,"Redman', 'Method Man",1,1
17788,"Redman', 'Method Man', 'Cypress Hill', 'War",1,1
17789,"Redman', 'Erick Sermon",1,1
17790,Redlight King,1,2
17791,"Redhead Kingpin', 'The FBI",1,1
17792,Redfoo,1,1
17793,Redd Kross,1,1
17794,Red Tatanic,1,1
17795,"Reel People', 'Jag', 'Grant Nelson",1,1
17796,Red Snapper,1,1
17797,Red Rockers,1,1
17798,Red Rat,1,1
17799,"Red Norvo & His Orchestra', 'Mildred Bailey",1,2
17800,Red Lorry Yellow Lorry,1,2
17801,Red Grammer,1,1
17802,"Red Garland', 'Paul Chambers', 'Art Taylor",1,16
17803,"Red Garland Quintets', 'John Coltrane",1,1
17804,Red Garland Quintet,1,5
17805,"Red Garland Quintet', 'John Coltrane",1,2
17806,Red Foley,1,2
17807,"Red Foley', 'The Nashville Dixielanders",1,1
17808,"Reel 2 Real', 'The Mad Stuntman",1,1
17809,"Reel People', 'Vanessa Freeman', 'Copyright",1,1
17810,Red Flag,1,1
17811,Reginald King,1,1
17812,"Relangi', 'Kasturi Siva Rao', 'Raavu Balasaraswathi",1,1
17813,Relang,1,1
17814,Relais,1,2
17815,"Rekharani', 'G. M. Durrani",1,1
17816,Rej3ctz,1,1
17817,"Reinhold Moritzewitsch Glière', 'Eugene Ormandy', 'Philadelphia Orchestra",1,1
17818,"Rehana', 'Dileep",1,1
17819,"Rehab', 'Steaknife",1,1
17820,"Rehab', 'Hank Williams, Jr.",1,1
17821,"Rehab', 'Denny aka ""Steakknife""",1,1
17822,Regret,1,1
17823,Regine Velasquez,1,1
17824,Regina,1,5
17825,Reelaux,1,1
17826,Regina Olympia,1,1
17827,Regard,1,1
17828,"Regard', 'RAYE",1,1
17829,Refused,1,2
17830,"Reflekt', 'delline bass', 'Adam K & Soha",1,1
17831,Reflection Eternal,1,1
17832,"Reflection Eternal', 'Vinia Mojica",1,1
17833,Reezon,1,1
17834,Reese Place Band,1,1
17835,Reepr,1,1
17836,"Reepr', 'JonWayne Eaden",1,1
17837,Reeno,1,1
17838,"Red Foley', 'Ernest Tubb",1,1
17839,Red Code,1,1
17840,Rayan Myers,1,1
17841,Raça Negra,1,1
17842,Reach,1,12
17843,ReOrder,1,1
17844,"ReOrder', 'Sarah De Warren",1,1
17845,"ReOrder', 'Jordan Tobias', 'Alexis Naylor",1,2
17846,"ReOrder', 'Bo Bruce",1,3
17847,ReMix Kings,1,1
17848,"ReFeel', 'Venom One",1,2
17849,"Re:Locate', 'Menno de Jong",1,1
17850,"Re-Mind', 'Mc The Qure",1,1
17851,"Raúl Esparza', 'Amy Spanger",1,1
17852,Raúl Abril y Su Orquesta,1,2
17853,Raúl Abril con su Orquesta,1,1
17854,Razor,1,1
17855,Reade Truth,1,1
17856,Razia Begum,1,2
17857,"Razia Begum', 'Mohammed Shafi",1,1
17858,"Razia Begum', 'K. S. Ragi",1,1
17859,"Rayvon', 'Red Fox",1,1
17860,"Raymundo Rodrigeuz', 'Nik Frattaroli",1,1
17861,"Raymond Scott', 'The Raymond Scott Quintette",1,2
17862,"Raymond Scott', 'Arthur Fiedler', 'Al Hirt",1,1
17863,Raymond Scott & His Orchestra,1,1
17864,"Raymond Devos', 'Moussa Abadi",1,1
17865,Raymix,1,1
17866,Rayden,1,1
17867,Raybo,1,1
17868,Read Southall Band,1,1
17869,Reading Background Music Playlist,1,2
17870,Red Cell,1,2
17871,Rebecca St. James,1,1
17872,Red Carpet,1,1
17873,"Red Carpet', 'Marcus Schössow",1,1
17874,Recusant,1,6
17875,"Rebelution', 'Zumbi",1,1
17876,"Rebelution', 'Lutan Fyah",1,1
17877,"Rebelution', 'Don Carlos",1,1
17878,"Rebelion', 'Malice",1,1
17879,"Rebelion', 'Delete",1,1
17880,"Rebelion', 'Deetox",1,1
17881,"Rebelion', 'Deadly Guns",1,1
17882,Rebel Souljahz,1,2
17883,Rebel Son,1,1
17884,Rebecca Lynn Howard,1,1
17885,Reading Rainbow,1,1
17886,"Rebecca Luker', 'Mandy Patinkin",1,1
17887,"Rebecca Caine', 'Colm Wilkinson', 'Michael Ball', 'Frances Ruffelle",1,1
17888,Rebbie Jackson,1,1
17889,"Reba McEntire', 'Vince Gill",1,1
17890,"Reba McEntire', 'Kelly Clarkson",1,1
17891,"Reba McEntire', 'Brooks & Dunn",1,1
17892,"Realm of Possibilities', 'Fabian Almazan",1,1
17893,"Realm F Versus Rankey', 'Alex M.O.R.P.H.",1,1
17894,Real McCoy,1,3
17895,Real Friends,1,1
17896,Real De Catorce,1,1
17897,"Ready For The World', 'Louil Silas Jr.",1,1
17898,"Richard Strauss', 'Birgit Nilsson', 'Wiener Philharmoniker', 'Sir Georg Solti",1,1
17899,"Richard Strauss', 'Christel Goltz', 'Anton Dermota', 'Wiener Philharmoniker', 'Clemens Krauss",1,1
17900,Rodney-O & Joe Cooley,1,2
17901,Robbie Basho,1,1
17902,Rober Rodriguez,1,1
17903,Robby East & Beatbangersz,1,1
17904,"Robby Benson', 'Jerry Orbach', ""Paige O'Hara"", 'Angela Lansbury', 'David Ogden Stiers",1,1
17905,"Robbie Williams', 'Nicole Kidman",1,1
17906,"Robbie Seed', 'That Girl",1,3
17907,"Robbie Seed', 'Digital Vision', 'Caitlin Potter",1,1
17908,"Robbie Rue', 'Supa!",1,1
17909,Robbie Robertson,1,3
17910,Robbie Robb,1,1
17911,Robbie Rivera,1,2
17912,"Robbie Pardoel', 'Van Hilst",1,1
17913,Robbie Nevil,1,1
17914,Robben Ford,1,2
17915,Robert Alda,1,2
17916,"Rob Zombie', 'Ozzy Osbourne",1,1
17917,Rob Whitesides-Woo,1,1
17918,Rob Soundline,1,1
17919,Rob Mehl,1,1
17920,Rob McConnell Trio,1,1
17921,Rob McConnell & The Boss Brass With Phil Woods,1,1
17922,Rob Lemon,1,1
17923,"Rob Finlare', 'Geologo",1,1
17924,Rob Dougan,1,1
17925,Rob Base,1,1
17926,Rob Bailey & The Hustle Standard,1,1
17927,"Rob Bailey & The Hustle Standard', 'Busta Rhymes', 'KXNG Crooked', 'Tech N9ne",1,1
17928,"Robert Alda', 'Isabel Bigley",1,2
17929,"Robert Billig', 'Various Artists",1,2
17930,"Roaring Lion', 'Gerald Clark and his Caribbean Serenaders",1,1
17931,Robert John,1,1
17932,"Robert Nickson', 'Elsa Hill",1,1
17933,Robert Nail,1,1
17934,Robert Mitchum,1,9
17935,Robert Mirabal,1,1
17936,Robert Michaels,1,1
17937,Robert Marino,1,1
17938,"Robert Lucas Pearsall', 'Anonymous', 'Worcester Cathedral Choir', 'Donald Hunt",1,1
17939,"Robert Lowry', 'Mormon Tabernacle Choir', 'Richard P. Condie', 'Alexander Schreiner', 'The Philadelphia Brass Ensemble & Percussion",1,1
17940,"Robert Lenn', 'Kathleen Carnes",1,1
17941,Robert Knight,1,1
17942,"Robert Klein', 'Brooks Arthur', 'Bob Merritt",1,1
17943,Robert Joyce,1,1
17944,Robert Görl,1,1
17945,Robert Billig,1,6
17946,Robert Gordon,1,1
17947,"Robert Gordon', 'Link Wray",1,1
17948,"Robert Glasper', 'Erykah Badu', 'Phonte', '9th Wonder",1,1
17949,Robert Francis,1,8
17950,Robert Farquhar,1,1
17951,"Robert DeCormier', 'Leonard Bernstein', 'New York Philharmonic",1,1
17952,Robert David Hall,1,12
17953,"Robert Crawford', 'Mormon Tabernacle Choir', 'Richard P. Condie",1,1
17954,"Robert Craig Wright', 'George Forrest', 'Mario Lanza', 'Irving Aaronson",1,1
17955,"Robert Coote', 'Rex Harrison', 'Philippa Bevans', 'Rosemary Gaines', ""Colleen O'Connor"", 'Muriel Shaw', 'Gloria van Dorpe', 'Glenn Kezer",1,1
17956,Robert Clary; Orchestra under the direction of Don Costa,1,1
17957,Robert Burns,1,2
17958,"Rob $tone', 'J. Davi$', 'Spooks",1,1
17959,Roar,1,2
17960,Robert Pagan,1,1
17961,Rise Stevens,1,2
17962,"Rita Ampatzi', 'Kostas', 'Giaoyzos', 'Klarino",1,1
17963,"Rita Ampatzi', 'Klarino', 'Giorgos', 'Anestopoylos",1,1
17964,"Rita Ampatzi', 'Giorgos Anestopoulos', 'Klarino",1,1
17965,"Rita Ampatzi', 'Emmanouil Xrisafakis', 'Klarino",1,1
17966,"Rita Ampatzi', 'Dimitris Semsis', 'Violi",1,3
17967,"Rita Ampatzi', 'D.Semsis', 'Violi",1,1
17968,"Rita Ampatzi', 'Athanasios', 'Vroyvas', 'Klarino",1,1
17969,"Rita Ampatzi', 'Athanasios Vrouvas', 'Klarino",1,1
17970,"Rita Ampatzi', 'Agapitos', 'Klarino",1,1
17971,"Rita Abatzi', 'Stellakis Perpiniadis",1,1
17972,Risqué,1,3
17973,Rishyendramani,1,1
17974,"Rise Stevens', 'Lady in the Dark Ensemble (1963)",1,2
17975,"Rita Ampatzi', 'Nikos Karakostas', 'Klarino",1,3
17976,Rique De Vil,1,1
17977,Ripley Cotton Choppers,1,1
17978,Riot V,1,2
17979,Rio Addicts,1,1
17980,Rincon Morales,1,1
17981,Rinat Invert,1,2
17982,Rina Celi,1,2
17983,Rina Celi y Orquesta,1,2
17984,Riley Lighter,1,1
17985,Riley Lee,1,4
17986,Rikarena,1,1
17987,"Rihanna', 'Sean Paul",1,1
17988,"Rita Ampatzi', 'Markos Vamvakaris",1,1
17989,"Rita Ampatzi', 'Nikos Karakostas",1,1
17990,Roachford,1,1
17991,"Rittz', 'Mike Posner', 'B.o.B",1,1
17992,Riz Ortolani,1,1
17993,"Riz Ortolani', 'Katyna Ranieri",1,1
17994,Rixton,1,2
17995,Riverside City Band,1,15
17996,Rivermaya,1,2
17997,Riverfront Studio Singers,1,1
17998,Ritza Ampatzi,1,5
17999,"Ritza Ampatzi', 'Nikos Rellias",1,1
18000,"Ritza Ampatzi', 'Giorgos Anestopoulos', 'Klarino",1,1
18001,"Rituel de Péan Gatineau', 'Diabolus in Musica', 'Antoine Guerber",1,1
18002,Rittz,1,1
18003,"Rittz', 'Mike Posner",1,1
18004,Ritt Momney,1,1
18005,"Rita Ampatzi', 'Nikos Rellias', 'Klarino",1,1
18006,"Riton', 'Kah-Lo",1,1
18007,Ritmo y Frutas de Cuba,1,1
18008,Rites of Spring,1,4
18009,Ritchie,1,2
18010,Ritchie Valence Irony Dan,1,1
18011,Rita Ora,1,1
18012,Rita Ford,1,2
18013,"Rita Ampatzi', 'Xaralampos Margelis",1,1
18014,"Rita Ampatzi', 'Xaralampos Margelis', 'Klarino",1,2
18015,"Rita Ampatzi', 'Th. Agapitos', 'Klarino",1,1
18016,"Rita Ampatzi', 'Salonikiós', 'Violi",1,1
18017,"Rita Ampatzi', 'Nikos', 'Karakostas', 'Klarino",1,1
18018,Robert Owens,1,1
18019,"Robert Palmer', 'UB40",1,1
18020,"Rihanna', 'Mikky Ekko",1,2
18021,Roby Howler,1,1
18022,Rockpile,1,4
18023,Rocko,1,1
18024,Rocket Jumper,1,1
18025,Rocket From The Crypt,1,1
18026,Rockabye Lullaby,1,10
18027,Rocka Mambo,1,1
18028,Rock Master Scott & The Dynamic Three,1,1
18029,Rock Mafia,1,1
18030,Rocio Banquells,1,3
18031,Roch Voisine,1,1
18032,Rocco DeLuca,1,1
18033,"Rocco Caine', 'Estroe",1,1
18034,Robin Ward,1,1
18035,Rockwell,1,1
18036,"Robin Trower', 'Jack Bruce",1,19
18037,"Robin Trower', 'Jack Bruce', 'Bill Lordan",1,1
18038,"Robin Thicke', 'Pharrell Williams",1,1
18039,"Robin Schulz', 'KIDDO",1,1
18040,"Robin Schulz', 'Francesco Yates",1,1
18041,Robin S,1,2
18042,Robin McAuley,1,1
18043,"Robin Majumdar', 'Suprabha Sarkar",1,1
18044,"Robin Lester', 'Susan Novack', 'Gregory Novack', 'Victor Sweler', 'Mike Sammes Singers",1,1
18045,"Robin Lamont', 'Godspell Ensemble",1,2
18046,Robin Harris,1,1
18047,Robin Danar,1,1
18048,Rocksolid,1,1
18049,Rocky Burnette,1,1
